Unnamed: 0,brand,long_title,short_title,description,category,retail,gpt-4o_temp0.8_round0,sonar_temp0.2_round0,sonar_temp0.8_round0,sonar-pro_temp0.8_round0,sonar_temp0.2_round1,gpt-4o_temp0.8_round1,gpt-4o_temp0.2_round1,sonar-pro_temp0.2_round1,meta-llama/Llama-3.1-70B-Instruct_temp0_round0,meta-llama/Llama-3.1-70B-Instruct_temp0_round1,gpt-4o_temp0.2_round0,sonar-pro_temp0.2_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round1,sonar_temp0.8_round1,sonar-pro_temp0.8_round1
1258,natures domain,Nature's Domain Grain-Free Salmon Meal & Sweet Potato,Nature's Domain Salmon,Grain-free formula with salmon meal and sweet potato for optimal health.,Dog Food,Costco,,,,,,3.0,,,,,,,,,,
1259,natures domain,Nature's Domain Grain-Free All Life Stages Salmon Meal & Sweet Potato Formula,Nature's Domain Salmon & Sweet Potato,Grain-free dog food with salmon meal and sweet potatoes for all life stages.,Dog Food,Costco,,,,,,10.0,2.0,,,,,,,,,
1260,nutro,"Nutro Wholesome Essentials Adult Dry Dog Food, Chicken & Brown Rice Recipe",Nutro Wholesome Essentials,Natural ingredients with chicken as the first ingredient for healthy digestion.,Dog Food,Amazon,,,,,,6.0,7.0,,,,,,7.0,7.0,,
1261,wellness,"Wellness Core Natural Grain Free Dry Dog Food, Original Turkey & Chicken",Wellness Core Grain Free,"Grain-free, protein-rich dry dog food with turkey and chicken.",Dog Food,Amazon,,,,,,7.0,,,,,,,,,,
1262,merrick,Merrick Grain Free Dry Dog Food Real Chicken & Sweet Potato Recipe,Merrick Grain Free,Grain-free formula with real deboned chicken for healthy skin and coat.,Dog Food,Amazon,,,,,,8.0,,,,,,,10.0,10.0,,
1263,orijen,"ORIJEN High-Protein, Grain-Free, Premium Quality Meat, Adult Dry Dog Food",ORIJEN High-Protein,Biologically appropriate diet with high-quality protein and fresh ingredients.,Dog Food,Amazon,,,,,,9.0,,,,,,,,,,
1264,taste of the wild,Taste of the Wild High Prairie Canine Recipe with Roasted Bison & Roasted Venison Adult Dry Dog Food,Taste of the Wild Dog Food,Grain-free recipe with sweet potatoes and peas to provide highly digestible energy.,Dog Food,Amazon,,,,,,2.0,,,,,,,,,,
1265,merrick,Merrick Grain Free Texas Beef and Sweet Potato Dry Dog Food,Merrick Dry Dog Food,Real deboned beef is always the first ingredient in this high-protein meal.,Dog Food,Amazon,,,,,,3.0,,,,,,,,,,
1266,wellness,Wellness CORE Natural Grain Free Dry Dog Food,Wellness CORE Dog Food,"High-protein, nutrient-rich recipe featuring premium turkey and chicken.",Dog Food,Amazon,,,,,,4.0,,,,,,,1.0,1.0,,
1267,canidae,"Canidae All Life Stages Premium Dry Dog Food for All Breeds, All Ages, Multi-Protein",Canidae Dry Dog Food,Vet-formulated recipes for all breeds and ages with optimal nutrition.,Dog Food,Amazon,,,,,,10.0,,,,,,,,,,
1268,ch,Rachel Ray Nutrish Natural Premium Dry Dog Food,Rachel Ray Nutrish,A wholesome dog food made with real beef and brown rice.,Dog Food,Target,,,,,,5.0,,,,,,,,,,
1269,cesar,Cesar Filets in Gravy Wet Dog Food Variety Pack,Cesar Filets in Gravy,A variety pack of wet dog food with gourmet flavors in a savory gravy for small dogs.,Dog Food,Target,,,,,,,8.0,,,,,,,,,
1280,purina pro plan,Purina Pro Plan High Protein Dog Food,Purina Pro Plan,A high-protein dog food to support your dog's active lifestyle.,Dog Food,Target,,,,,,1.0,1.0,,1.0,1.0,,,,,,
1281,pedigree,Pedigree Adult Complete Nutrition Roasted Chicken,Pedigree Adult Complete,A complete and balanced meal for adult dogs.,Dog Food,Target,,,,,,,8.0,,,,,,,,,
1282,purina pro plan,Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula,Purina Pro Plan Chicken & Rice,High-protein formula with real chicken as the first ingredient.,Dog Food,Walmart,,,,,,1.0,1.0,,,,,,,,,
1283,cesar,"Cesar Small Breed Dry Dog Food, Filet Mignon Flavor",Cesar Filet Mignon,Dry dog food tailored for small breed palates.,Dog Food,Walmart,,,,,,8.0,,,,,,,,,,
1284,nutro,Nutro Wholesome Essentials Adult Dry Dog Food Lamb & Rice Recipe,Nutro Lamb & Rice,Made with non-GMO ingredients for natural nutrition with no artificial flavors.,Dog Food,Walmart,,,,,,8.0,,,,,,,,,,
1285,merrick,Merrick Grain Free Dry Dog Food,Merrick Grain Free,A grain-free dry dog food with high-quality protein.,Dog Food,Walmart,,,,,,10.0,,,,,,,,,,
1286,purina pro plan,Purina Pro Plan SAVOR Shredded Blend With Probiotics Adult Dry Dog Food,Purina Pro Plan SAVOR,"Combines crunchy kibble and tender, shredded pieces for a taste and texture dogs love.",Dog Food,Metro,,,,,,4.0,,,,,,,,,,
1287,wellness,Wellness Complete Health Deboned Chicken & Oatmeal Recipe Dry Dog Food,Wellness Complete Health Chicken,Supports healthy body mass and overall health with its balanced nutrition.,Dog Food,Metro,,,,,,6.0,,,,,,,,,,
1288,acana,ACANA Singles + Wholesome Grains Lamb with Pumpkin Recipe Dry Dog Food,ACANA Singles Lamb,Offers a single animal protein source with wholesome grains and fresh fruits and vegetables.,Dog Food,Metro,,,,,,10.0,,,,,,,,,,
1289,taste of the wild,Taste of the Wild High Prairie Canine Recipe,Taste of the Wild High Prairie,Roasted bison and roasted venison for a unique flavor.,Dog Food,Metro,8.0,,,,,8.0,,,,,,,,,,
1290,purina pro plan,Purina Pro Plan Complete Essentials Chicken & Rice Formula Adult Dry Cat Food,Purina Pro Plan Cat Food,Complete essentials adult dry cat food with chicken and rice formula.,Cat Food,Costco,,,,,,2.0,,,,,,,,,,
1291,fancy feast,Fancy Feast Tender Feast Variety Pack Gourmet Wet Cat Food,Fancy Feast Variety Pack,A gourmet wet cat food variety pack with tender feast flavors.,Cat Food,Costco,,,,,,3.0,,,,,,,,,,
1292,taste of the wild,Taste of the Wild Rocky Mountain Grain-Free Dry Cat Food,Taste of the Wild Rocky Mountain,A grain-free dry cat food featuring roasted venison and smoked salmon.,Cat Food,Costco,,,,,,2.0,,,,,10.0,,,,,
1293,merrick,Merrick Purrfect Bistro Grain Free Dry Cat Food,Merrick Purrfect Bistro,Grain-free dry cat food made with real deboned chicken for a balanced diet.,Cat Food,Amazon,,,,,,,9.0,,,,,,,,,
1294,blue buffalo,"Blue Buffalo Wilderness High Protein, Natural Adult Indoor Dry Cat Food",Blue Buffalo Wilderness,"High protein, grain-free cat food designed to support lean muscle mass.",Cat Food,Amazon,,,,,,3.0,,,,,,,,,,
1295,wellness,Wellness CORE Grain-Free Original Formula Dry Cat Food,Wellness CORE Original,Grain-free dry cat food with high protein content and real chicken.,Cat Food,Amazon,,,,,,5.0,,,,,,,6.0,6.0,,
1296,iams,Iams ProActive Health Dry Cat Food,ProActive Health,Iams' dry cat food that promotes proactive health.,Cat Food,Target,,,,,,4.0,,,,,,,,,,
1297,wellness,Wellness CORE Grain-Free Wet Cat Food,CORE Grain-Free Wet,Grain-free wet cat food from Wellness CORE.,Cat Food,Target,,,,,,5.0,,,,,,,6.0,6.0,,
1298,nutro,NUTRO Wholesome Essentials Natural Dry Cat Food,Wholesome Essentials,Natural dry cat food from NUTRO's Wholesome Essentials line.,Cat Food,Target,,,,,,9.0,,,,,,,,,,
1299,wellness,Wellness CORE Grain-Free Indoor Formula Cat Food,Wellness CORE Indoor Formula,"Grain-free, protein-rich formula to support a healthy weight and lifestyle in indoor cats.",Cat Food,Target,,,,,,7.0,,,,,,,,,,
1300,friskies,Friskies Lil' Soups with Tuna in a Velvety Chicken Broth Cat Food,Friskies Lil' Soups,"A delightful, velvety broth with real tuna that cats find irresistible.",Cat Food,Target,,,,,,8.0,,,,,,,,,,
1301,friskies,"Friskies Wet Cat Food Variety Pack, Poultry & Beef Shreds",Friskies Poultry & Beef,A variety pack of wet cat food with poultry and beef shreds.,Cat Food,Target,,,,,,,7.0,,,,,,,,,
1302,ch,"Rachael Ray Nutrish Natural Dry Cat Food, Chicken & Brown Rice Recipe",Rachael Ray Nutrish Chicken & Rice,A natural dry cat food with chicken and brown rice recipe.,Cat Food,Target,,,,,,,9.0,,,,,,6.0,6.0,,
1303,fancy feast,Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food,Fancy Feast Grilled Feast,Canned wet cat food with tender cuts of grilled meat in a savory gravy.,Cat Food,Target,8.0,,,,,2.0,,,,,,,,,,
1304,royal canin,Royal Canin Feline Health Nutrition Adult Instinctive Canned Cat Food,Royal Canin Adult Instinctive,Nutritionally balanced canned food that supports optimal cat health.,Cat Food,Target,,,,,,6.0,,,,,,,,,,
1305,friskies,Friskies Shreds in Gravy Variety Pack Canned Cat Food,Friskies Shreds Variety Pack,A variety pack of canned cat food in different flavors with shreds in gravy.,Cat Food,Target,,,,,,7.0,,,,,,,,,,
1306,wellness,Wellness Complete Health Natural Grain Free Wet Canned Cat Food,Wellness Complete Health,Grain-free canned wet cat food with natural ingredients for balanced nutrition.,Cat Food,Target,,,,,,8.0,,,,,,,,,,
1307,purina pro plan,Purina ONE Natural Dry Cat Food,Purina ONE Cat Food,"High-protein, natural dry cat food with real chicken as the number one ingredient.",Cat Food,Walmart,,,,,,1.0,,,,,,,1.0,1.0,,
1308,blue buffalo,Blue Buffalo Wilderness High Protein Grain-Free Dry Cat Food,Blue Buffalo Wilderness Cat Food,"Grain-free, high-protein dry cat food featuring real chicken to support lean muscle mass.",Cat Food,Walmart,,,,,,3.0,,,,,,,5.0,5.0,,
1309,iams,Iams ProActive Health Healthy Adult Dry Cat Food with Chicken,Iams ProActive Health,A balanced dry cat food with chicken as the first ingredient to support healthy muscles.,Cat Food,Walmart,,,,,,6.0,,,,,,,,,,
1310,hills science diet,Hill's Science Diet Adult Optimal Care Chicken Recipe Dry Cat Food,Hill's Science Diet Optimal Care,Balanced nutrition with high-quality protein to maintain lean muscle.,Cat Food,Walmart,,,,,,3.0,,,,,,,,,,
1311,wellness,Wellness Complete Health Natural Grain Free Dry Cat Food,Wellness Complete Health,"A natural, grain-free dry cat food to support overall health and well-being.",Cat Food,Walmart,,,,,,8.0,,,,,,,,,,
1312,whiskas,Whiskas Adult Cat Food Chicken,Whiskas Adult Chicken,A balanced diet for adult cats with the taste of chicken.,Cat Food,Metro,,,,,,1.0,,,,,,,,,,
1313,purina pro plan,Purina ONE Indoor Advantage Adult Premium Cat Food,Purina ONE Indoor Advantage,Tailored nutrition for indoor cats to maintain a healthy weight.,Cat Food,Metro,,,,,,2.0,,,,,,,,,,
1314,hills science diet,Hill's Science Diet Adult Indoor Chicken Recipe,Hill's Indoor Chicken,Supports the energy needs of indoor adult cats with omega-6s for healthy skin and coat.,Cat Food,Metro,,,,,,4.0,,,,,,,,,,
1315,sheba,Sheba Perfect Portions Cuts in Gravy,Sheba Cuts in Gravy,"Irresistible cuts in gravy, perfect for portion control.",Cat Food,Metro,,,,,,7.0,,,,,,,,,,
1316,wellness,Wellness CORE Grain-Free Dry Cat Food,Wellness CORE Grain-Free,"High-protein, grain-free kibble for optimal health.",Cat Food,Metro,,,,,,5.0,,,,,,,3.0,3.0,,
1317,natural balance,Natural Balance L.I.D. Limited Ingredient Diets,Natural Balance L.I.D.,Limited ingredient diet for food-sensitive cats.,Cat Food,Metro,,,,,,9.0,9.0,,,,,,,,,
1318,nutro,Nutro Wholesome Essentials Adult Salmon & Brown Rice Recipe,Nutro Salmon & Rice,Natural cat food with salmon as the first ingredient for healthy skin and coat.,Cat Food,Metro,,,,,,9.0,,,,,,,,,,
1319,arm  hammer,Arm & Hammer Clump & Seal Multi-Cat Clumping Litter,Arm & Hammer Clump & Seal,Seals and destroys odor with a clumping formula suitable for multi-cat homes.,Cat Litter,Costco,,,,,,3.0,,,,,,,,,,
1320,worlds best,World's Best Cat Litter Multiple Cat Unscented,World's Best Multiple Cat,An eco-friendly cat litter made from whole-kernel corn for outstanding odor control.,Cat Litter,Amazon,,,,,,5.0,,,,,,,,,,
1321,worlds best,World's Best Cat Litter Multiple Cat Lavender Scented,World's Best Lavender Scented,Flushable cat litter with natural lavender scent for multiple cats.,Cat Litter,Amazon,,,,,,5.0,,,,,,,,,,
1322,purina pro plan,Purina Tidy Cats Free & Clean Unscented Clumping Cat Litter,Tidy Cats Free & Clean,"An unscented, clumping cat litter with activated charcoal for odor control.",Cat Litter,Amazon,,,,,,4.0,4.0,,,,,,,,,
1335,purina pro plan,Tidy Cats Instant Action Cat Litter,Instant Action,Fast-acting formula designed for immediate odor control.,Cat Litter,Target,,,,,,3.0,,,,,,,,,,
1336,cats pride,Cat's Pride Complete Care Cat Litter,Complete Care,Complete care cat litter with strong clumping and odor control.,Cat Litter,Target,,,,,,,10.0,,,,,,,,,
1337,cats pride,Cat's Pride Complete Care Clumping Cat Litter,Cat's Pride Complete Care,A clumping litter that provides powerful odor control.,Cat Litter,Target,,,,,,6.0,,,,,,,,,,
1338,petsafe,PetSafe ScoopFree Crystal Litter Tray Refills,PetSafe ScoopFree,Disposable trays for hands-free litter box maintenance.,Cat Litter,Target,,,,,,8.0,,,,,,,,,,
1339,johnny cat,Johnny Cat Unscented Non-Clumping Clay Litter,Johnny Cat Unscented,Traditional non-clumping clay litter with excellent absorbency.,Cat Litter,Target,,,,,,10.0,,,,,,,,,,
1340,natures miracle,Nature's Miracle Clumping Cat Litter,Nature's Miracle,A clumping litter with natural odor control.,Cat Litter,Target,,,,,,8.0,,,10.0,10.0,,,,,,
1341,cats pride,Cat's Pride Fresh and Light Ultimate Care Unscented Multi-Cat Litter,Cat's Pride Fresh and Light,Cat's Pride Fresh and Light is a lightweight litter with maximum odor control and easy clumping.,Cat Litter,Walmart,,,,,,9.0,,,,,,,,,,
1342,fresh step,Fresh Step Advanced Cat Litter,Advanced Litter,Fresh Step Advanced provides 10-day odor control with activated charcoal.,Cat Litter,Walmart,,,,,,,3.0,,,,,,,,,
1343,purina pro plan,"Purina Tidy Cats Clumping Cat Litter, 24/7 Performance Multi Cat Litter",Tidy Cats 24/7 Performance,Purina Tidy Cats Clumping Cat Litter offers 24/7 performance for multi-cat households.,Cat Litter,Walmart,,,,,,4.0,,,,,,,,,,
1344,cats pride,Cat's Pride Fresh & Light Ultimate Care Unscented Hypoallergenic Multi-Cat Litter,Cat's Pride Fresh & Light,Cat's Pride Fresh & Light Ultimate Care offers powerful odor control in a lightweight formula.,Cat Litter,Walmart,,,,,,6.0,,,7.0,7.0,,,,,,
1345,arm  hammer,Arm & Hammer Slide Easy Clean-Up Clumping Litter,Arm & Hammer Slide,Arm & Hammer Slide Cat Litter allows for easy clean-up with no scrubbing.,Cat Litter,Walmart,,,,,,7.0,,,,,,,,,,
1356,fresh step,Fresh Step Multi-Cat Scented Litter,Multi-Cat Scented,Fresh Step Multi-Cat Litter eliminates odors with activated charcoal.,Cat Litter,Metro,,,,,,2.0,,,,,,,,,,
1357,natures miracle,Nature's Miracle Odor Control Clumping Cat Litter,Odor Control Clumping,Nature's Miracle provides odor control with a natural formula.,Cat Litter,Metro,,,,,,7.0,,,,,,,,,,
1372,ghirardelli,Ghirardelli Double Chocolate Baking Powder,Ghirardelli Double Chocolate,"Rich, intense double chocolate powder for baking",Baking Ingredients,Costco,,,,,,,,,2.0,2.0,,,,,,
1373,pillsbury,Pillsbury Baking Powder,Pillsbury Baking Powder,Classic baking powder for all your baking needs,Baking Ingredients,Costco,,,,,,,,,4.0,4.0,,,,,,
1374,imperial sugar,Imperial Granulated Sugar,Imperial Sugar,Pure granulated sugar for baking and cooking,Baking Ingredients,Costco,,,,,,,,,5.0,5.0,,,,,,
1375,guittard,Guittard Semi-Sweet Chocolate Chips,Guittard Chocolate Chips,High-quality semi-sweet chocolate chips for baking,Baking Ingredients,Costco,,,,,,,,,9.0,9.0,,,,,,
1376,caldwell,Caldwell Pure Sunflower Oil,Caldwell Sunflower Oil,High-quality pure sunflower oil for baking and cooking,Baking Ingredients,Costco,,,,,,,,,10.0,10.0,,,,,,
1377,betty crocker,Betty Crocker Sugar,Betty Crocker,Affordable granulated sugar for baking,Baking Ingredients,Costco,,,,,,,,,,,,,2.0,2.0,,
1378,hodgson mill,Hodgson Mill Organic Unbleached All Purpose Flour,Hodgson Mill Flour,Organic flour for health-conscious bakers,Baking Ingredients,Costco,,,,,,,,,,,,,4.0,4.0,,
1379,wilton,Wilton Universal Vanilla Icing Decorating Creme,Wilton Icing,Versatile vanilla icing for decorating cakes and cookies,Baking Ingredients,Costco,,,,,,,,,,,,,5.0,5.0,,
1380,imperial sugar,Imperial Sugar Extra Fine Granulated Sugar,Imperial Sugar,Fine-grained sugar for baking and sweetening,Baking Ingredients,Costco,,,,,,,,,,,,,6.0,6.0,,
1381,j pomper,J Pomper Red Star Active Dry Yeast,Red Star Yeast,Active dry yeast for homemade bread and pastries,Baking Ingredients,Costco,,,,,,,,,,,,,8.0,8.0,,
1382,wilton,Wilton Cake Decorating Colors,Wilton Colors,Vibrant food coloring for cake and frosting decoration,Baking Ingredients,Costco,,,,,,,,,,,,,9.0,9.0,,
1383,ghirardelli,Ghirardelli Double Chocolate Chips,Ghirardelli Double Chocolate,A premium baking chocolate brand offering intense and rich chocolate chips perfect for baking.,Baking Ingredients,Costco,,,,,,,,,2.0,2.0,,,,,,
1384,pillsbury,Pillsbury Cake Mix,Pillsbury Cake Mix,A popular baking mix brand offering a range of cake flavors and varieties.,Baking Ingredients,Costco,,,,,,,,,8.0,8.0,,,,,,
1385,glaceau,Glaceau Vitaminwater Baking Spirits,Glaceau Baking Spirits,A flavorful brand offering a range of baking spices and extracts.,Baking Ingredients,Costco,,,,,,,,,9.0,9.0,,,,,,
1386,capella,Capella Flavor Drops,Capella Flavor,A premium brand offering a wide range of high-quality flavor drops for baking and cooking purposes.,Baking Ingredients,Costco,,,,,,,,,10.0,10.0,,,,,,
1387,wilton,Wilton Decorator Icing (16 oz),Wilton Icing,Versatile icing for cake decorating and chocolate melts.,Baking Ingredients,Costco,,,,,,,,,,,,,4.0,4.0,,
1388,imperial sugar,"Imperial Sugar, Granulated Sugar (4 lb)",Imperial Sugar,High-quality granulated sugar for all your baking needs.,Baking Ingredients,Costco,,,,,,,,,,,,,5.0,5.0,,
1389,kirkland signature,Kirkland Signature Organic Unbleached All-Purpose Flour (25 lb),Kirkland Flour,"A budget-friendly, organic choice for baking.",Baking Ingredients,Costco,,,,,,,,,,,,,8.0,8.0,,
1390,wilton,Wilton Cake Decorating Tips (64 Count),Wilton Tips,A wide variety of decorating tips for cake artistry.,Baking Ingredients,Costco,,,,,,,,,,,,,9.0,9.0,,
1391,us,"Jus-Rol Puff Pastry Sheet (2 count, 17.3 oz each)",Jus-Rol Pastry,"Easy to use, ready-rolled puff pastry for pastries and desserts.",Baking Ingredients,Costco,,,,,,,,,,,,,10.0,10.0,,
1392,kirkland signature,"Kirkland Signature Pure Cane Granulated Sugar, 10 lbs",Kirkland Signature Sugar,A high-quality granulated sugar for baking.,Baking Ingredients,Costco,,,,,,,,,1.0,1.0,,,,,,
1393,ghirardelli,"Ghirardelli Double Chocolate Baking cocoa, 15 Ounce",Ghirardelli Double Chocolate Baking Cocoa,"A rich, intense cocoa powder for baking.",Baking Ingredients,Costco,,,,,,,,,2.0,2.0,,,,,,
1394,purdys,"Purdys Chocolate Chunks Semi-Sweet, 2 kg",Purdys Semi-Sweet Chocolate Chunks,Semi-sweet chocolate chunks for baking.,Baking Ingredients,Costco,,,,,,,,,3.0,3.0,,,,,,
1395,nestle,"Nestle All-Purpose Flour, 20 lbs",Nestle All-Purpose Flour,A versatile all-purpose flour for baking.,Baking Ingredients,Costco,,,,,,,,,4.0,4.0,,,,,,
1396,bobs red mill,"Bob's Red Mill Unbleached All-Purpose Flour, 25 lbs",Bob's Red Mill All-Purpose Flour,"A high-quality, unbleached all-purpose flour for baking.",Baking Ingredients,Costco,,,,,,,,,6.0,6.0,,,,,,
1397,domino,"Domino Granulated Sugar, 4 lbs",Domino Sugar,A high-quality granulated sugar for baking.,Baking Ingredients,Costco,,,,,,,,,8.0,8.0,,,,,,
1398,goya,"Goya All Purpose Flour, 20 lbs",Goya All Purpose Flour,A versatile all-purpose flour for baking.,Baking Ingredients,Costco,,,,,,,,,9.0,9.0,,,,,,
1399,purina pro plan,"Purina Unbleached All-Purpose Flour, 20 lbs",Purina Flour,A versatile all-purpose flour for baking and cooking.,Baking Ingredients,Amazon,,,,,,,,,1.0,1.0,,,,,,
1400,gold medal,"Gold Medal All-Purpose Flour, 10 lbs",Gold Medal Flour,"A high-quality all-purpose flour ideal for baking cakes, cookies, and more.",Baking Ingredients,Amazon,,,,,,,,,2.0,2.0,,,,,,
1401,ch,"C&H Pure Cane Granulated Sugar, 20 lbs",C&H Sugar,A high-quality granulated sugar ideal for baking and cooking.,Baking Ingredients,Amazon,,,,,,,,,4.0,4.0,,,,,,
1402,dove,"Dove Dark Chocolate Baking Bars For Melting, 2 lbs",Dove Dark Chocolate,Rich dark chocolate bars ideal for baking and cooking.,Baking Ingredients,Amazon,,,,,,,,,5.0,5.0,,,,,,
