,brand,long_title,short_title,description,category,retail,gpt-4o_temp0.8_round0,sonar_temp0.2_round0,sonar_temp0.8_round0,sonar-pro_temp0.8_round0,sonar_temp0.2_round1,gpt-4o_temp0.8_round1,gpt-4o_temp0.2_round1,sonar-pro_temp0.2_round1,meta-llama/Llama-3.1-70B-Instruct_temp0_round0,meta-llama/Llama-3.1-70B-Instruct_temp0_round1,gpt-4o_temp0.2_round0,sonar-pro_temp0.2_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round1,sonar_temp0.8_round1,sonar-pro_temp0.8_round1
1225,Valrhona,Valrhona Dutch Process Cocoa Powder,Valrhona Cocoa Powder,High-quality cocoa powder for intense chocolate flavor.,Baking Ingredients,Amazon,,,,,,,,,,,,,,,9.0,
1226,Bob's Red Mill,Bob's Red Mill Gluten-Free 1:1 Baking Flour,Bob's Red Mill Gluten-Free Flour,Versatile gluten-free flour for various baked goods.,Baking Ingredients,Amazon,,,,,2.0,,,,,,,,,,,
1227,Enjoy Life,Enjoy Life Semi-Sweet Chocolate Chips,Enjoy Life Chocolate Chips,"Dairy-free, high-quality chocolate chips for baking.",Baking Ingredients,Amazon,,,,,3.0,,,,,,,,,,,
1228,Valrhona,Valrhona Dark Cocoa Powder,Valrhona Cocoa Powder,Premium dark cocoa powder for intense chocolate flavors.,Baking Ingredients,Amazon,,,,,10.0,,,,,,,,,,,
1229,Domino,Domino Premium Cane Sugar,Domino Sugar,Pure cane sugar that enhances the sweetness of your baked goods.,Baking Ingredients,Amazon,,,,,,6.0,,,,,,,,,,
1230,Pure Vanilla,Nielsen-Massey Madagascar Bourbon Pure Vanilla Extract,Nielsen-Massey Vanilla Extract,Premium vanilla extract that adds rich flavor to any recipe.,Baking Ingredients,Amazon,,,,,,9.0,,,,,,,,,,
1231,Enjoy Life,"Enjoy Life Dark Chocolate Morsels, 69% Cacao",Enjoy Life Dark Chocolate Chips,"Dairy-free, high-quality dark chocolate chips perfect for baking.",Baking Ingredients,Amazon,,,,,,,,,,,,,,,3.0,
1232,Anthony's,Anthony's Premium Coconut Flour,Anthony's Coconut Flour,"A trusted brand for coconut flour, minimizing coconut flavor.",Baking Ingredients,Amazon,,,,,,,,,,,,,,,10.0,
1233,Duralife,Duralife Monk Fruit Arral Blend Sweetener,Duralife Monk Fruit Sweetener,Economical sweetener blend used in keto baking for its low glycemic index.,Baking Ingredients,Amazon,,,,,10.0,,,,,,,,,,,
1234,Anthony's,Anthony's Premium Vital Wheat Gluten,Anthony's Gluten,High-quality vital wheat gluten for bread making.,Baking Ingredients,Amazon,,,,,,6.0,,,,,,,,,,
1235,Swerve,Swerve Granular Sugar Replacement,Swerve Sugar,Zero-calorie sugar replacement for healthier baking.,Baking Ingredients,Amazon,,,,,,9.0,,,,,,,,,,
1236,King Arthur Baking Company,King Arthur Baking Company Unbleached All-Purpose Flour,King Arthur Flour,High-quality unbleached flour for consistent baking results.,Baking Ingredients,Target,,,,,,2.0,,,,,,,,,,
1237,Betty Crocker,Betty Crocker Baking Mix,Baking Mix,Convenient and delicious baking mix for easy homemade treats.,Baking Ingredients,Target,,,,,,3.0,3.0,,,,,,,,,
1238,Pillsbury,Pillsbury All Purpose Flour 5 lb,Pillsbury Flour,A versatile flour ideal for baking a variety of goods.,Baking Ingredients,Walmart,,,,,,1.0,,,3.0,3.0,,,,,,
1239,King Arthur,King Arthur Baking Sugar,King Arthur Sugar,High-quality baking sugar for all your sweet recipes.,Baking Ingredients,Walmart,,,,,,,2.0,,,,,,,,,
1240,Nestle,Nestle Toll House Chocolate Chips,Nestle Chocolate Chips,Classic chocolate chips for cookies and more.,Baking Ingredients,Walmart,,,,,,,6.0,,,,,,,,,
1241,Fleischmann's,Fleischmann's Instant Yeast,Instant Yeast,An instant yeast ideal for quick and easy baking.,Baking Ingredients,Metro,,,,,,8.0,,,,,,,,,,
1242,Bob's Red Mill,Bob's Red Mill Rolled Oats,Bob's Oats,Whole grain rolled oats perfect for baking and breakfast.,Baking Ingredients,Metro,,,,,,2.0,,,,,,,,,,
1243,Baker's Joy,Baker's Joy Baking Spray,Baker's Joy Spray,Non-stick baking spray with flour for easy cake release.,Baking Ingredients,Metro,,,,,,7.0,,,,,,,,,,
1244,Gold Medal,Gold Medal Organic All-Purpose Flour,Gold Medal Flour,Organic all-purpose flour for everyday baking.,Baking Ingredients,Metro,,,,,,9.0,,,,,,,,,,
1245,C&H,C&H Powdered Sugar,C&H Powdered Sugar,Confectioners' sugar perfect for frostings and dusting.,Baking Ingredients,Metro,,,,,,,10.0,,,,,,,,,
1246,Gold Medal,Gold Medal Self Rising Flour,Gold Medal Flour,Self-rising flour perfect for fluffy cakes and biscuits.,Baking Ingredients,Metro,,,,,,4.0,,,,,,,,,,
1247,Hodgson Mill,Hodgson Mill Rye Flour,Hodgson Mill Rye,High-quality rye flour for distinctive flavor and texture.,Baking Ingredients,Metro,,,,,,5.0,,,,,,,,,,
1248,Starbucks,Starbucks VIA Instant Coffee Dark Roast,Starbucks VIA,A dark roast instant coffee that offers the bold taste of Starbucks in an instant form.,Instant Coffee,Amazon,,,,,,2.0,,,3.0,3.0,,,,,,
1249,Chock Full o'Nuts,Chock Full o'Nuts Original Blend Instant Coffee,Chock Full o'Nuts Original,"An iconic New York coffee blend with a rich, bold taste.",Instant Coffee,Target,,,,,,10.0,10.0,,,,,,,,,
1250,Lavazza,Lavazza Prontissimo! Classico,Lavazza Prontissimo,A full-bodied Italian instant coffee with rich notes of chocolate and nuts.,Instant Coffee,Metro,,,,,,9.0,,,,,,,,,,
1251,Taster's Choice,Taster's Choice Instant Coffee,Taster's Choice,Smooth and well-balanced coffee made from responsibly sourced beans.,Instant Coffee,Metro,,,,,,7.0,,,5.0,5.0,,,6.0,6.0,,
1252,Kirkland Signature,Kirkland Signature Super Premium Dog Food,Kirkland Dog Food,A premium dog food offering balanced nutrition for all life stages.,Dog Food,Costco,,,,,,1.0,,,,,,,,,,
1253,Blue Buffalo,Blue Buffalo Life Protection Formula,Blue Buffalo Dog Food,Natural dog food enhanced with vitamins and minerals.,Dog Food,Costco,,,,,,4.0,,,,,,,,,,
1254,Nature's Domain,Nature's Domain Grain-Free Dog Food,Nature's Domain Dog Food,A grain-free formula providing complete and balanced nutrition.,Dog Food,Costco,,,,,,3.0,,,,,,,,,,
1255,Purina Pro Plan,Purina Pro Plan Savor Adult Shredded Blend,Purina Pro Plan Dog Food,A high-protein formula with real meat as the first ingredient.,Dog Food,Costco,,,,,,3.0,,,,,,,,,,
1256,Wellness Core,Wellness Core RawRev High-Protein Dry Dog Food,Wellness Core Dog Food,"A high-protein, grain-free dog food with raw meat pieces.",Dog Food,Costco,,,,,,6.0,,,,,,,,,,
1257,Rachael Ray Nutrish,Rachael Ray Nutrish Natural Chicken & Veggies Recipe,Rachael Ray Nutrish Chicken & Veggies,A natural dog food with real chicken and veggies for adult dogs.,Dog Food,Costco,,,,,,,10.0,,,,,,,,,
1258,Nature's Domain,Nature's Domain Grain-Free Salmon Meal & Sweet Potato,Nature's Domain Salmon,Grain-free formula with salmon meal and sweet potato for optimal health.,Dog Food,Costco,,,,,,3.0,,,,,,,,,,
1259,Nature's Domain,Nature's Domain Grain-Free All Life Stages Salmon Meal & Sweet Potato Formula,Nature's Domain Salmon & Sweet Potato,Grain-free dog food with salmon meal and sweet potatoes for all life stages.,Dog Food,Costco,,,,,,10.0,2.0,,,,,,,,,
1260,Nutro,"Nutro Wholesome Essentials Adult Dry Dog Food, Chicken & Brown Rice Recipe",Nutro Wholesome Essentials,Natural ingredients with chicken as the first ingredient for healthy digestion.,Dog Food,Amazon,,,,,,6.0,7.0,,,,,,7.0,7.0,,
1261,Wellness,"Wellness Core Natural Grain Free Dry Dog Food, Original Turkey & Chicken",Wellness Core Grain Free,"Grain-free, protein-rich dry dog food with turkey and chicken.",Dog Food,Amazon,,,,,,7.0,,,,,,,,,,
1262,Merrick,Merrick Grain Free Dry Dog Food Real Chicken & Sweet Potato Recipe,Merrick Grain Free,Grain-free formula with real deboned chicken for healthy skin and coat.,Dog Food,Amazon,,,,,,8.0,,,,,,,10.0,10.0,,
1263,ORIJEN,"ORIJEN High-Protein, Grain-Free, Premium Quality Meat, Adult Dry Dog Food",ORIJEN High-Protein,Biologically appropriate diet with high-quality protein and fresh ingredients.,Dog Food,Amazon,,,,,,9.0,,,,,,,,,,
1264,Taste of the Wild,Taste of the Wild High Prairie Canine Recipe with Roasted Bison & Roasted Venison Adult Dry Dog Food,Taste of the Wild Dog Food,Grain-free recipe with sweet potatoes and peas to provide highly digestible energy.,Dog Food,Amazon,,,,,,2.0,,,,,,,,,,
1265,Merrick,Merrick Grain Free Texas Beef and Sweet Potato Dry Dog Food,Merrick Dry Dog Food,Real deboned beef is always the first ingredient in this high-protein meal.,Dog Food,Amazon,,,,,,3.0,,,,,,,,,,
1266,Wellness,Wellness CORE Natural Grain Free Dry Dog Food,Wellness CORE Dog Food,"High-protein, nutrient-rich recipe featuring premium turkey and chicken.",Dog Food,Amazon,,,,,,4.0,,,,,,,1.0,1.0,,
1267,Canidae,"Canidae All Life Stages Premium Dry Dog Food for All Breeds, All Ages, Multi-Protein",Canidae Dry Dog Food,Vet-formulated recipes for all breeds and ages with optimal nutrition.,Dog Food,Amazon,,,,,,10.0,,,,,,,,,,
1268,Rachel Ray Nutrish,Rachel Ray Nutrish Natural Premium Dry Dog Food,Rachel Ray Nutrish,A wholesome dog food made with real beef and brown rice.,Dog Food,Target,,,,,,5.0,,,,,,,,,,
1269,Cesar,Cesar Filets in Gravy Wet Dog Food Variety Pack,Cesar Filets in Gravy,A variety pack of wet dog food with gourmet flavors in a savory gravy for small dogs.,Dog Food,Target,,,,,,,8.0,,,,,,,,,
1270,Brand A,Brand A Premium Dog Food with Chicken,Brand A Chicken,High-quality dog food with real chicken for all breeds.,Dog Food,Target,,,,,,1.0,,,,,,,,,,
1271,Brand B,Brand B Natural Dog Food with Lamb,Brand B Lamb,Natural dog food made with real lamb and no artificial preservatives.,Dog Food,Target,,,,,,2.0,,,,,,,,,,
1272,Brand C,Brand C Grain-Free Dog Food with Salmon,Brand C Salmon,Grain-free recipe with salmon for dogs with food sensitivities.,Dog Food,Target,,,,,,3.0,,,,,,,,,,
1273,Brand D,Brand D Healthy Dog Food with Beef,Brand D Beef,Nutrient-rich dog food with beef for maintaining healthy muscles.,Dog Food,Target,,,,,,4.0,,,,,,,,,,
1274,Brand E,Brand E Dog Food with Turkey and Vegetables,Brand E Turkey,Delicious dog food with turkey and a blend of vegetables.,Dog Food,Target,,,,,,5.0,,,,,,,,,,
1275,Brand F,Brand F Puppy Dog Food with Chicken,Brand F Puppy Chicken,Specially formulated for puppies with chicken for healthy growth.,Dog Food,Target,,,,,,6.0,,,,,,,,,,
1276,Brand G,Brand G Senior Dog Food with Fish,Brand G Fish,Senior dog food with fish for maintaining joint health.,Dog Food,Target,,,,,,7.0,,,,,,,,,,
1277,Brand H,Brand H Dog Food with Duck,Brand H Duck,Premium dog food with duck for a balanced diet.,Dog Food,Target,,,,,,8.0,,,,,,,,,,
1278,Brand I,Brand I Canned Dog Food with Chicken and Rice,Brand I Chicken & Rice,Canned dog food with chicken and rice for easy digestion.,Dog Food,Target,,,,,,9.0,,,,,,,,,,
1279,Brand J,Brand J High-Protein Dog Food with Venison,Brand J Venison,High-protein formula with venison for active dogs.,Dog Food,Target,,,,,,10.0,,,,,,,,,,
1280,Purina,Purina Pro Plan High Protein Dog Food,Purina Pro Plan,A high-protein dog food to support your dog's active lifestyle.,Dog Food,Target,,,,,,1.0,1.0,,1.0,1.0,,,,,,
1281,Pedigree,Pedigree Adult Complete Nutrition Roasted Chicken,Pedigree Adult Complete,A complete and balanced meal for adult dogs.,Dog Food,Target,,,,,,,8.0,,,,,,,,,
1282,Purina,Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula,Purina Pro Plan Chicken & Rice,High-protein formula with real chicken as the first ingredient.,Dog Food,Walmart,,,,,,1.0,1.0,,,,,,,,,
1283,Cesar,"Cesar Small Breed Dry Dog Food, Filet Mignon Flavor",Cesar Filet Mignon,Dry dog food tailored for small breed palates.,Dog Food,Walmart,,,,,,8.0,,,,,,,,,,
1284,Nutro,Nutro Wholesome Essentials Adult Dry Dog Food Lamb & Rice Recipe,Nutro Lamb & Rice,Made with non-GMO ingredients for natural nutrition with no artificial flavors.,Dog Food,Walmart,,,,,,8.0,,,,,,,,,,
1285,Merrick,Merrick Grain Free Dry Dog Food,Merrick Grain Free,A grain-free dry dog food with high-quality protein.,Dog Food,Walmart,,,,,,10.0,,,,,,,,,,
1286,Purina Pro Plan,Purina Pro Plan SAVOR Shredded Blend With Probiotics Adult Dry Dog Food,Purina Pro Plan SAVOR,"Combines crunchy kibble and tender, shredded pieces for a taste and texture dogs love.",Dog Food,Metro,,,,,,4.0,,,,,,,,,,
1287,Wellness Complete Health,Wellness Complete Health Deboned Chicken & Oatmeal Recipe Dry Dog Food,Wellness Complete Health Chicken,Supports healthy body mass and overall health with its balanced nutrition.,Dog Food,Metro,,,,,,6.0,,,,,,,,,,
1288,ACANA,ACANA Singles + Wholesome Grains Lamb with Pumpkin Recipe Dry Dog Food,ACANA Singles Lamb,Offers a single animal protein source with wholesome grains and fresh fruits and vegetables.,Dog Food,Metro,,,,,,10.0,,,,,,,,,,
1289,Taste of the Wild,Taste of the Wild High Prairie Canine Recipe,Taste of the Wild High Prairie,Roasted bison and roasted venison for a unique flavor.,Dog Food,Metro,8.0,,,,,8.0,,,,,,,,,,
1290,Purina Pro Plan,Purina Pro Plan Complete Essentials Chicken & Rice Formula Adult Dry Cat Food,Purina Pro Plan Cat Food,Complete essentials adult dry cat food with chicken and rice formula.,Cat Food,Costco,,,,,,2.0,,,,,,,,,,
1291,Fancy Feast,Fancy Feast Tender Feast Variety Pack Gourmet Wet Cat Food,Fancy Feast Variety Pack,A gourmet wet cat food variety pack with tender feast flavors.,Cat Food,Costco,,,,,,3.0,,,,,,,,,,
1292,Taste of the Wild,Taste of the Wild Rocky Mountain Grain-Free Dry Cat Food,Taste of the Wild Rocky Mountain,A grain-free dry cat food featuring roasted venison and smoked salmon.,Cat Food,Costco,,,,,,2.0,,,,,10.0,,,,,
1293,Merrick,Merrick Purrfect Bistro Grain Free Dry Cat Food,Merrick Purrfect Bistro,Grain-free dry cat food made with real deboned chicken for a balanced diet.,Cat Food,Amazon,,,,,,,9.0,,,,,,,,,
1294,Blue Buffalo,"Blue Buffalo Wilderness High Protein, Natural Adult Indoor Dry Cat Food",Blue Buffalo Wilderness,"High protein, grain-free cat food designed to support lean muscle mass.",Cat Food,Amazon,,,,,,3.0,,,,,,,,,,
1295,Wellness CORE,Wellness CORE Grain-Free Original Formula Dry Cat Food,Wellness CORE Original,Grain-free dry cat food with high protein content and real chicken.,Cat Food,Amazon,,,,,,5.0,,,,,,,6.0,6.0,,
1296,Iams,Iams ProActive Health Dry Cat Food,ProActive Health,Iams' dry cat food that promotes proactive health.,Cat Food,Target,,,,,,4.0,,,,,,,,,,
1297,Wellness,Wellness CORE Grain-Free Wet Cat Food,CORE Grain-Free Wet,Grain-free wet cat food from Wellness CORE.,Cat Food,Target,,,,,,5.0,,,,,,,6.0,6.0,,
1298,NUTRO,NUTRO Wholesome Essentials Natural Dry Cat Food,Wholesome Essentials,Natural dry cat food from NUTRO's Wholesome Essentials line.,Cat Food,Target,,,,,,9.0,,,,,,,,,,
1299,Wellness,Wellness CORE Grain-Free Indoor Formula Cat Food,Wellness CORE Indoor Formula,"Grain-free, protein-rich formula to support a healthy weight and lifestyle in indoor cats.",Cat Food,Target,,,,,,7.0,,,,,,,,,,
1300,Friskies,Friskies Lil' Soups with Tuna in a Velvety Chicken Broth Cat Food,Friskies Lil' Soups,"A delightful, velvety broth with real tuna that cats find irresistible.",Cat Food,Target,,,,,,8.0,,,,,,,,,,
1301,Friskies,"Friskies Wet Cat Food Variety Pack, Poultry & Beef Shreds",Friskies Poultry & Beef,A variety pack of wet cat food with poultry and beef shreds.,Cat Food,Target,,,,,,,7.0,,,,,,,,,
1302,Rachael Ray Nutrish,"Rachael Ray Nutrish Natural Dry Cat Food, Chicken & Brown Rice Recipe",Rachael Ray Nutrish Chicken & Rice,A natural dry cat food with chicken and brown rice recipe.,Cat Food,Target,,,,,,,9.0,,,,,,6.0,6.0,,
1303,Fancy Feast,Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food,Fancy Feast Grilled Feast,Canned wet cat food with tender cuts of grilled meat in a savory gravy.,Cat Food,Target,8.0,,,,,2.0,,,,,,,,,,
1304,Royal Canin,Royal Canin Feline Health Nutrition Adult Instinctive Canned Cat Food,Royal Canin Adult Instinctive,Nutritionally balanced canned food that supports optimal cat health.,Cat Food,Target,,,,,,6.0,,,,,,,,,,
1305,Friskies,Friskies Shreds in Gravy Variety Pack Canned Cat Food,Friskies Shreds Variety Pack,A variety pack of canned cat food in different flavors with shreds in gravy.,Cat Food,Target,,,,,,7.0,,,,,,,,,,
1306,Wellness,Wellness Complete Health Natural Grain Free Wet Canned Cat Food,Wellness Complete Health,Grain-free canned wet cat food with natural ingredients for balanced nutrition.,Cat Food,Target,,,,,,8.0,,,,,,,,,,
1307,Purina,Purina ONE Natural Dry Cat Food,Purina ONE Cat Food,"High-protein, natural dry cat food with real chicken as the number one ingredient.",Cat Food,Walmart,,,,,,1.0,,,,,,,1.0,1.0,,
1308,Blue Buffalo,Blue Buffalo Wilderness High Protein Grain-Free Dry Cat Food,Blue Buffalo Wilderness Cat Food,"Grain-free, high-protein dry cat food featuring real chicken to support lean muscle mass.",Cat Food,Walmart,,,,,,3.0,,,,,,,5.0,5.0,,
1309,Iams,Iams ProActive Health Healthy Adult Dry Cat Food with Chicken,Iams ProActive Health,A balanced dry cat food with chicken as the first ingredient to support healthy muscles.,Cat Food,Walmart,,,,,,6.0,,,,,,,,,,
1310,Hill's Science Diet,Hill's Science Diet Adult Optimal Care Chicken Recipe Dry Cat Food,Hill's Science Diet Optimal Care,Balanced nutrition with high-quality protein to maintain lean muscle.,Cat Food,Walmart,,,,,,3.0,,,,,,,,,,
1311,Wellness Complete,Wellness Complete Health Natural Grain Free Dry Cat Food,Wellness Complete Health,"A natural, grain-free dry cat food to support overall health and well-being.",Cat Food,Walmart,,,,,,8.0,,,,,,,,,,
1312,Whiskas,Whiskas Adult Cat Food Chicken,Whiskas Adult Chicken,A balanced diet for adult cats with the taste of chicken.,Cat Food,Metro,,,,,,1.0,,,,,,,,,,
1313,Purina ONE,Purina ONE Indoor Advantage Adult Premium Cat Food,Purina ONE Indoor Advantage,Tailored nutrition for indoor cats to maintain a healthy weight.,Cat Food,Metro,,,,,,2.0,,,,,,,,,,
1314,Hill's Science Diet,Hill's Science Diet Adult Indoor Chicken Recipe,Hill's Indoor Chicken,Supports the energy needs of indoor adult cats with omega-6s for healthy skin and coat.,Cat Food,Metro,,,,,,4.0,,,,,,,,,,
1315,Sheba,Sheba Perfect Portions Cuts in Gravy,Sheba Cuts in Gravy,"Irresistible cuts in gravy, perfect for portion control.",Cat Food,Metro,,,,,,7.0,,,,,,,,,,
1316,Wellness CORE,Wellness CORE Grain-Free Dry Cat Food,Wellness CORE Grain-Free,"High-protein, grain-free kibble for optimal health.",Cat Food,Metro,,,,,,5.0,,,,,,,3.0,3.0,,
1317,Natural Balance,Natural Balance L.I.D. Limited Ingredient Diets,Natural Balance L.I.D.,Limited ingredient diet for food-sensitive cats.,Cat Food,Metro,,,,,,9.0,9.0,,,,,,,,,
1318,Nutro,Nutro Wholesome Essentials Adult Salmon & Brown Rice Recipe,Nutro Salmon & Rice,Natural cat food with salmon as the first ingredient for healthy skin and coat.,Cat Food,Metro,,,,,,9.0,,,,,,,,,,
1319,Arm & Hammer,Arm & Hammer Clump & Seal Multi-Cat Clumping Litter,Arm & Hammer Clump & Seal,Seals and destroys odor with a clumping formula suitable for multi-cat homes.,Cat Litter,Costco,,,,,,3.0,,,,,,,,,,
1320,World's Best Cat Litter,World's Best Cat Litter Multiple Cat Unscented,World's Best Multiple Cat,An eco-friendly cat litter made from whole-kernel corn for outstanding odor control.,Cat Litter,Amazon,,,,,,5.0,,,,,,,,,,
1321,World's Best,World's Best Cat Litter Multiple Cat Lavender Scented,World's Best Lavender Scented,Flushable cat litter with natural lavender scent for multiple cats.,Cat Litter,Amazon,,,,,,5.0,,,,,,,,,,
1322,Tidy Cats,Purina Tidy Cats Free & Clean Unscented Clumping Cat Litter,Tidy Cats Free & Clean,"An unscented, clumping cat litter with activated charcoal for odor control.",Cat Litter,Amazon,,,,,,4.0,4.0,,,,,,,,,
1323,BrandC,BrandC Lightweight Cat Litter,BrandC Lightweight,A lightweight cat litter that is easy to carry and scoop.,Cat Litter,Amazon,,,,,,3.0,,,,,,,,,,
1324,BrandD,BrandD Scented Cat Litter,BrandD Scented,A scented cat litter that keeps your home smelling fresh.,Cat Litter,Amazon,,,,,,4.0,,,,,,,,,,
1325,BrandE,BrandE Dust-Free Cat Litter,BrandE Dust-Free,A dust-free cat litter for households with allergies.,Cat Litter,Amazon,,,,,,5.0,,,,,,,,,,
1326,BrandF,BrandF Multi-Cat Litter,BrandF Multi-Cat,"Perfect for homes with multiple cats, providing extra odor control.",Cat Litter,Amazon,,,,,,6.0,,,,,,,,,,
1327,BrandG,BrandG Quick-Clump Cat Litter,BrandG Quick-Clump,Fast clumping formula for easy clean-up.,Cat Litter,Amazon,,,,,,7.0,,,,,,,,,,
1328,BrandH,BrandH Silica Gel Cat Litter,BrandH Silica Gel,A silica gel litter that absorbs moisture efficiently.,Cat Litter,Amazon,,,,,,8.0,,,,,,,,,,
